run_key,space_name,dimensions,preprocessing,metric,min_samples,eps_percentile,eps,n_points,n_clusters,noise_count,noise_share,clustered_count,clustered_share,largest_cluster_size,largest_cluster_share_all,largest_cluster_share_clustered,smallest_cluster_size,median_cluster_size,mean_cluster_size
user_run_0044,user_l2_cosine,64,l2,cosine,65,20.0,0.218897,4722,1,2753,0.5830156713257094,1969,0.4169843286742905,1969,0.4169843286742905,1.0,1969,1969.0,1969.0
user_run_0045,user_l2_cosine,64,l2,cosine,65,25.0,0.237166,4722,1,2491,0.5275307073274036,2231,0.47246929267259635,2231,0.47246929267259635,1.0,2231,2231.0,2231.0
user_run_0046,user_l2_cosine,64,l2,cosine,65,30.0,0.25899,4722,1,2171,0.4597628123676408,2551,0.5402371876323592,2551,0.5402371876323592,1.0,2551,2551.0,2551.0
user_run_0047,user_l2_cosine,64,l2,cosine,65,35.0,0.277229,4722,1,1882,0.39855993223210506,2840,0.6014400677678949,2840,0.6014400677678949,1.0,2840,2840.0,2840.0
user_run_0048,user_l2_cosine,64,l2,cosine,65,40.0,0.297386,4722,1,1634,0.34603981363828884,3088,0.6539601863617112,3088,0.6539601863617112,1.0,3088,3088.0,3088.0
user_run_0049,user_l2_cosine,64,l2,cosine,65,45.0,0.318485,4722,1,1379,0.29203727234222787,3343,0.7079627276577721,3343,0.7079627276577721,1.0,3343,3343.0,3343.0
user_run_0050,user_l2_cosine,64,l2,cosine,65,50.0,0.337731,4722,1,1147,0.24290554849639984,3575,0.7570944515036002,3575,0.7570944515036002,1.0,3575,3575.0,3575.0
user_run_0051,user_l2_cosine,64,l2,cosine,65,60.0,0.377377,4722,1,785,0.16624311732316815,3937,0.8337568826768319,3937,0.8337568826768319,1.0,3937,3937.0,3937.0
user_run_0052,user_l2_cosine,64,l2,cosine,65,70.0,0.426197,4722,1,450,0.09529860228716645,4272,0.9047013977128335,4272,0.9047013977128335,1.0,4272,4272.0,4272.0
user_run_0053,user_l2_cosine,64,l2,cosine,65,80.0,0.480332,4722,1,180,0.03811944091486658,4542,0.9618805590851334,4542,0.9618805590851334,1.0,4542,4542.0,4542.0
user_run_0054,user_l2_cosine,64,l2,cosine,65,85.0,0.512585,4722,1,109,0.02308343922066921,4613,0.9769165607793308,4613,0.9769165607793308,1.0,4613,4613.0,4613.0
user_run_0055,user_l2_cosine,64,l2,cosine,65,90.0,0.551637,4722,1,43,0.009106310885218127,4679,0.9908936891147818,4679,0.9908936891147818,1.0,4679,4679.0,4679.0
user_run_0056,user_l2_cosine,64,l2,cosine,65,95.0,0.60978,4722,1,9,0.0019059720457433292,4713,0.9980940279542567,4713,0.9980940279542567,1.0,4713,4713.0,4713.0
user_run_0057,user_l2_cosine,64,l2,cosine,65,99.0,0.705394,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0058,user_l2_cosine,64,l2,cosine,128,1.0,0.130943,4722,1,4144,0.8775942397289285,578,0.12240576027107158,578,0.12240576027107158,1.0,578,578.0,578.0
user_run_0059,user_l2_cosine,64,l2,cosine,128,2.5,0.148577,4722,1,3890,0.8238034731046167,832,0.17619652689538332,832,0.17619652689538332,1.0,832,832.0,832.0
user_run_0060,user_l2_cosine,64,l2,cosine,128,5.0,0.166837,4722,1,3627,0.7681067344345617,1095,0.23189326556543838,1095,0.23189326556543838,1.0,1095,1095.0,1095.0
user_run_0061,user_l2_cosine,64,l2,cosine,128,10.0,0.192408,4722,1,3216,0.6810673443456162,1506,0.3189326556543837,1506,0.3189326556543837,1.0,1506,1506.0,1506.0
user_run_0062,user_l2_cosine,64,l2,cosine,128,15.0,0.217627,4722,1,2833,0.5999576450656502,1889,0.40004235493434986,1889,0.40004235493434986,1.0,1889,1889.0,1889.0
