rank,k_distance
224,0.3843588011543285
225,0.38460628892089965
226,0.3850557133929622
227,0.38510435864492754
228,0.3851860805151691
229,0.38534684777704165
230,0.38547543025038733
231,0.38590338707916594
232,0.3864169256576113
233,0.38656806893727136
234,0.38659650448919336
235,0.38672920906712316
236,0.3870602560888651
237,0.38720502530623335
238,0.3872056348762599
239,0.3875881614952208
240,0.38764137468582827
241,0.38795023294543274
242,0.3881464946361104
243,0.38824629724562787
244,0.38837675471712274
245,0.3892717275081279
246,0.38949686239341685
247,0.38978402236934395
248,0.3900410087002306
249,0.3901903241302632
250,0.39027009615559627
251,0.3905133040163691
252,0.39076319005685023
253,0.3907858487636118
254,0.39097482750578005
255,0.3910736118786803
256,0.39109101037140626
257,0.3911052995886525
258,0.3911836462057504
259,0.39176770888875767
260,0.3918931534561054
261,0.39194315309940486
262,0.3921488202274508
263,0.3924014565906371
264,0.3926940612723151
265,0.3927405287858231
266,0.39366273768697413
267,0.39371661843246797
268,0.39372933087840445
269,0.393744448296501
270,0.39376613093483526
271,0.3947838194704095
272,0.3950467274150379
273,0.39513139421040555
274,0.3951552945934296
275,0.395185426357644
276,0.39520037380366935
277,0.39538088833552865
278,0.3955819600622872
279,0.3967930540882598
280,0.39684155188369585
281,0.3973423157351609
282,0.3973635403099717
283,0.3977681129894046
284,0.3983554744674602
285,0.39843175213295257
286,0.39844956169110446
287,0.398524815732321
288,0.3985434572520724
289,0.3988969123519044
290,0.39894007889446437
291,0.39924893189080757
292,0.3993598377433334
293,0.39937184290855154
294,0.3994185199553216
295,0.4001164883509347
296,0.40020267996907355
297,0.40101197484623075
298,0.40119430576524795
299,0.40152122011485536
300,0.4021912695330824
301,0.40225108532554454
302,0.40294473526905794
303,0.40322096530612606
304,0.40322546452474683
305,0.40325350146362193
306,0.4034796755872678
307,0.40419042511539804
308,0.40442301093010413
309,0.4045291968789261
310,0.4046879446813909
311,0.4047815266406093
312,0.40502685069557076
313,0.4050578902959864
314,0.40511772182817885
315,0.4052275821869481
316,0.4055780331726603
317,0.40574596332762336
318,0.4057829179788264
319,0.405938433145414
320,0.4064712657352223
321,0.4066340982591754
322,0.40708585043686485
323,0.40721778658208774
324,0.4072234409415889
325,0.4073054426311681
326,0.4075091233886853
327,0.407645404329365
328,0.40789884447945857
329,0.4081306768359372
330,0.40830115205895046
331,0.4086618389412364
332,0.40880568317708443
333,0.40885977847768795
334,0.4088621760938025
335,0.40952900786158464
336,0.40962624797509906
337,0.4096992560862944
338,0.41018797980872923
339,0.41047515488512853
340,0.41062484178358694
341,0.4111935368123949
342,0.4115283663069309
343,0.41164601433190606
344,0.41193951749548674
345,0.411956628403802
346,0.41237785981211883
347,0.41270864067463087
348,0.4127440937918322
349,0.41288469251518345
350,0.41314045484170714
351,0.4133614509364606
352,0.41336243979949316
353,0.41365246206671424
354,0.41382393980708954
355,0.4138306995159249
356,0.4138695040305854
357,0.41403443151168706
358,0.41424906828178076
359,0.4147356549321578
360,0.41528259437844917
361,0.4153688953732989
362,0.4153950639598173
363,0.4155682328584209
364,0.4156677960960311
365,0.41598686055947975
366,0.4161192754873012
367,0.41614935901286865
368,0.41615820670407344
369,0.41653862542560616
370,0.41693102780761027
371,0.41700563920049116
372,0.41710262955688504
373,0.4173758841640518
374,0.4174415624966652
375,0.4177865679992744
376,0.41802138057092775
377,0.41822280875455586
378,0.41827385728922994
379,0.4185939937014598
380,0.4186141110279228
381,0.41867756787408594
382,0.4188802372585191
383,0.41890439418639547
384,0.4190819222515172
385,0.41913593882350453
386,0.4194206981404175
387,0.41967447384630874
388,0.42025316783800093
389,0.42033485387713576
390,0.42037988614931565
391,0.42051053872368804
392,0.420690826438078
393,0.42070632952743636
394,0.4210875562412869
395,0.42141104538302443
396,0.42153092333823283
397,0.4215589181175494
398,0.4215911120398256
399,0.42199379498371703
400,0.4222998585195653
401,0.422318559166752
402,0.4224197475544721
403,0.4226743903993363
404,0.4226745754333189
405,0.4227478863947193
406,0.4227611852764397
407,0.42277250575515246
408,0.4228798533780036
409,0.42329276344035094
410,0.42339137587512676
411,0.4235767359175654
412,0.4236418753546364
413,0.4237557634857225
414,0.42394521227604987
415,0.4239462082570169
416,0.423968930626366
417,0.42444800569446806
418,0.42449516905427553
419,0.42450386187129985
420,0.4247056719126455
421,0.4247505022148085
422,0.42475564860476833
423,0.4251218562746405
424,0.42540776017576176
425,0.42546830419835124
426,0.42565478501550325
427,0.4259682747773357
428,0.42597846235087966
429,0.42599118517031265
430,0.42601116717518106
431,0.4261087947341715
432,0.4262155595839001
433,0.42631091847687996
434,0.42640749508000453
435,0.42649802499406464
436,0.427225964774383
437,0.4273040503344723
438,0.4273591163936876
439,0.42736406188590914
